,Customer_ID,Treated,Order_Amt
210,18,0.0,83.83
211,18,0.0,79.57
212,18,0.0,83.36
213,18,0.0,65.92
214,18,0.0,86.96
215,19,1.0,95.89
216,19,1.0,97.02
217,19,1.0,94.58
218,19,1.0,90.3
219,19,1.0,112.9
220,19,1.0,86.95
221,19,1.0,118.15
222,19,1.0,117.42
223,19,1.0,115.51
224,19,1.0,105.53
225,19,1.0,86.75
226,19,1.0,106.57
227,19,1.0,86.61
228,19,1.0,92.85
229,19,1.0,99.14
230,19,1.0,99.18
231,20,1.0,78.86
232,20,1.0,81.86
233,20,1.0,68.27
234,20,1.0,77.01
235,20,1.0,82.36
236,20,1.0,82.98
237,20,1.0,88.79
238,20,1.0,85.87
239,20,1.0,89.78
240,20,1.0,80.04
241,20,1.0,68.03
242,20,1.0,84.4
243,20,1.0,56.14
244,21,1.0,77.55
245,21,1.0,70.5
246,21,1.0,96.44
247,22,0.0,183.56
248,22,0.0,155.94
249,22,0.0,163.95
250,23,0.0,78.5
251,23,0.0,94.57
252,23,0.0,78.59
253,23,0.0,88.15
254,23,0.0,100.48
255,23,0.0,95.17
256,23,0.0,91.07
257,23,0.0,79.29
258,23,0.0,81.12
259,23,0.0,89.9
260,23,0.0,100.0
261,23,0.0,89.97
262,23,0.0,87.42
263,24,1.0,114.13
264,24,1.0,136.81
265,25,0.0,138.91
266,25,0.0,139.54
267,25,0.0,137.01
268,25,0.0,141.89
269,25,0.0,135.1
270,26,1.0,135.66
271,26,1.0,132.0
272,26,1.0,116.15
273,26,1.0,156.8
274,26,1.0,117.88
275,26,1.0,138.35
276,26,1.0,116.46
277,26,1.0,134.04
278,26,1.0,132.11
279,26,1.0,139.16
280,27,0.0,150.37
281,27,0.0,108.75
282,27,0.0,152.68
283,27,0.0,142.03
284,27,0.0,137.44
285,27,0.0,122.87
286,27,0.0,122.95
287,27,0.0,147.09
288,27,0.0,119.58
289,27,0.0,123.13
290,28,1.0,115.79
291,28,1.0,148.27
292,28,1.0,138.89
293,28,1.0,120.22
294,28,1.0,123.3
295,28,1.0,152.36
296,28,1.0,136.81
297,28,1.0,131.84
298,28,1.0,92.54
299,28,1.0,128.96
300,28,1.0,151.18
301,28,1.0,130.17
302,28,1.0,131.48
303,28,1.0,130.44
304,28,1.0,131.36
305,28,1.0,136.89
306,28,1.0,111.52
307,28,1.0,150.53
308,28,1.0,129.85
309,28,1.0,127.35
310,28,1.0,110.29
311,28,1.0,137.0
312,28,1.0,107.49
313,28,1.0,110.27
314,28,1.0,130.18
315,28,1.0,134.14
316,28,1.0,127.37
317,28,1.0,121.94
318,28,1.0,139.21
319,28,1.0,120.64
320,28,1.0,154.19
321,28,1.0,119.86
322,29,1.0,151.44
323,29,1.0,146.84
324,29,1.0,145.73
325,29,1.0,129.61
326,29,1.0,145.76
327,29,1.0,158.15
328,29,1.0,132.88
329,29,1.0,132.28
330,29,1.0,151.65
331,29,1.0,124.49
332,30,1.0,140.11
333,30,1.0,107.51
334,30,1.0,128.91
335,30,1.0,116.27
336,30,1.0,112.07
337,30,1.0,119.16
338,30,1.0,109.22
339,30,1.0,119.16
340,31,1.0,110.47
341,31,1.0,113.85
342,31,1.0,124.26
343,31,1.0,111.7
344,31,1.0,111.98
345,31,1.0,118.29
346,31,1.0,119.25
347,31,1.0,97.89
348,32,0.0,116.46
349,32,0.0,129.38
350,32,0.0,114.56
351,32,0.0,111.52
352,32,0.0,112.58
353,32,0.0,99.7
354,32,0.0,132.27
355,32,0.0,94.76
356,32,0.0,107.99
357,32,0.0,99.09
358,32,0.0,98.64
359,32,0.0,123.26
360,32,0.0,128.3
361,32,0.0,112.34
362,33,0.0,126.92
363,33,0.0,158.36
364,33,0.0,132.41
365,34,0.0,101.97
366,34,0.0,103.25
367,34,0.0,93.0
368,34,0.0,78.01
369,34,0.0,108.35
370,34,0.0,98.36
371,34,0.0,106.76
372,34,0.0,83.4
373,34,0.0,104.44
374,34,0.0,106.36
375,34,0.0,102.96
376,34,0.0,97.96
377,35,0.0,97.68
378,35,0.0,102.26
379,35,0.0,91.67
380,35,0.0,109.18
381,35,0.0,97.9
382,36,1.0,93.78
383,36,1.0,96.87
384,36,1.0,86.91
385,36,1.0,82.46
386,36,1.0,83.6
387,36,1.0,103.21
388,36,1.0,68.01
389,36,1.0,104.55
390,36,1.0,96.12
391,36,1.0,92.25
392,36,1.0,78.17
393,36,1.0,98.19
394,36,1.0,90.54
395,37,0.0,82.85
396,37,0.0,71.34
397,37,0.0,81.64
398,37,0.0,72.04
399,37,0.0,78.56
400,37,0.0,85.05
401,37,0.0,79.75
402,37,0.0,72.87
403,37,0.0,71.95
404,37,0.0,72.72
405,37,0.0,83.55
406,37,0.0,82.0
407,37,0.0,88.08
408,37,0.0,83.02
409,37,0.0,89.72
410,37,0.0,76.12
411,37,0.0,72.72
412,37,0.0,84.05
413,37,0.0,80.39
414,37,0.0,70.76
415,37,0.0,73.43
416,37,0.0,81.82
417,37,0.0,85.04
418,37,0.0,76.84
419,37,0.0,71.98
420,37,0.0,74.55
421,37,0.0,75.99
422,37,0.0,87.52
423,37,0.0,78.64
424,38,0.0,140.22
425,39,0.0,140.03
426,40,0.0,141.35
427,41,1.0,130.77
428,41,1.0,159.13
429,41,1.0,122.03
430,41,1.0,149.05
431,41,1.0,133.2
432,41,1.0,140.19
433,41,1.0,129.78
434,41,1.0,141.64
435,41,1.0,154.86
436,41,1.0,152.63
437,41,1.0,128.89
438,41,1.0,116.29
439,41,1.0,140.25
440,41,1.0,134.32
441,41,1.0,150.63
442,41,1.0,140.1
443,42,0.0,106.42
444,42,0.0,124.03
445,42,0.0,126.66
446,42,0.0,105.49
447,42,0.0,104.23
448,42,0.0,109.62
449,42,0.0,97.08
450,43,1.0,79.93
451,44,1.0,85.52
452,44,1.0,87.93
453,44,1.0,98.35
454,44,1.0,89.47
455,44,1.0,92.46
456,44,1.0,85.28
457,45,1.0,141.38
458,45,1.0,127.81
459,45,1.0,144.37
460,45,1.0,118.09
461,45,1.0,136.66
462,45,1.0,114.93
463,46,1.0,89.54
464,46,1.0,101.47
465,46,1.0,92.99
466,46,1.0,91.84
467,46,1.0,92.85
468,46,1.0,93.01
469,46,1.0,102.27
470,46,1.0,76.36
471,46,1.0,87.76
472,46,1.0,79.78
473,46,1.0,92.3
474,46,1.0,102.02
475,46,1.0,79.06
476,46,1.0,84.09
477,46,1.0,91.68
478,46,1.0,84.25
479,46,1.0,81.41
480,46,1.0,90.85
481,47,1.0,76.63
482,47,1.0,77.78
483,47,1.0,75.52
484,47,1.0,81.86
485,47,1.0,88.95
486,48,0.0,61.62
487,48,0.0,65.36
488,48,0.0,71.95
489,48,0.0,70.61
490,48,0.0,73.75
491,48,0.0,81.75
492,48,0.0,79.8
493,48,0.0,73.38
494,48,0.0,71.9
495,48,0.0,71.0
496,48,0.0,73.37
497,48,0.0,65.73
498,48,0.0,72.05
499,48,0.0,61.31
500,48,0.0,75.38
501,48,0.0,75.61
502,48,0.0,67.0
503,49,1.0,126.21
504,49,1.0,135.05
505,49,1.0,111.15
506,49,1.0,124.49
507,49,1.0,123.25
508,49,1.0,120.77
509,49,1.0,129.45
510,50,0.0,87.11
511,50,0.0,88.16
512,50,0.0,103.9
513,50,0.0,82.89
514,50,0.0,96.39
515,50,0.0,102.91
516,50,0.0,75.16
517,50,0.0,98.14
518,50,0.0,88.74
519,50,0.0,91.3
520,50,0.0,79.97
521,50,0.0,81.56
522,50,0.0,83.26
523,50,0.0,92.04
524,50,0.0,90.86
525,50,0.0,79.78
526,50,0.0,88.74
527,51,1.0,106.19
528,51,1.0,102.98
529,51,1.0,128.43
530,51,1.0,124.99
531,51,1.0,127.3
532,51,1.0,112.16
533,51,1.0,129.2
534,51,1.0,114.36
535,51,1.0,103.94
536,51,1.0,114.61
537,51,1.0,115.17
538,51,1.0,121.84
539,51,1.0,123.73
540,51,1.0,129.59
541,52,1.0,154.79
542,52,1.0,145.0
543,52,1.0,118.87
544,53,0.0,113.32
545,53,0.0,107.43
546,53,0.0,108.74
547,53,0.0,106.98
548,54,0.0,89.01
549,54,0.0,82.62
550,54,0.0,97.17
551,54,0.0,73.78
552,54,0.0,86.59
553,54,0.0,87.72
554,54,0.0,88.56
555,54,0.0,89.57
556,54,0.0,87.5
557,54,0.0,85.33
558,54,0.0,87.2
559,55,1.0,117.63
560,55,1.0,102.2
561,55,1.0,127.62
562,56,1.0,135.2
563,56,1.0,122.02
564,57,1.0,147.6
565,58,1.0,129.15
566,59,1.0,98.7
567,59,1.0,111.99
568,59,1.0,87.96
569,59,1.0,121.6
570,59,1.0,113.68
571,60,1.0,106.64
572,60,1.0,94.64
573,60,1.0,127.6
574,60,1.0,109.04
575,60,1.0,107.11
576,60,1.0,92.11
577,60,1.0,100.31
578,60,1.0,107.81
579,60,1.0,112.91
580,60,1.0,116.11
581,60,1.0,113.65
582,60,1.0,113.06
583,60,1.0,121.66
584,60,1.0,101.52
585,60,1.0,124.04
586,61,0.0,141.68
587,61,0.0,149.31
588,61,0.0,118.97
589,61,0.0,115.49
590,61,0.0,134.01
591,61,0.0,149.4
592,61,0.0,147.19
593,61,0.0,154.14
594,61,0.0,147.73
595,61,0.0,140.29
596,61,0.0,177.29
597,61,0.0,151.75
598,62,0.0,84.1
599,62,0.0,101.45
600,62,0.0,94.89
601,62,0.0,84.28
602,62,0.0,107.12
603,62,0.0,92.52
604,62,0.0,88.92
605,63,1.0,112.68
606,63,1.0,125.95
607,63,1.0,105.05
608,63,1.0,116.98
609,63,1.0,119.53
610,63,1.0,139.2
611,63,1.0,140.47
612,63,1.0,122.61
613,63,1.0,136.27
614,63,1.0,117.89
615,63,1.0,115.85
616,63,1.0,109.33
617,63,1.0,111.77
618,63,1.0,116.41
619,63,1.0,112.83
620,63,1.0,102.39
621,63,1.0,121.37
622,63,1.0,110.13
623,63,1.0,130.55
624,63,1.0,121.77
625,63,1.0,138.38
626,63,1.0,119.54
627,63,1.0,105.85
628,63,1.0,117.41
629,63,1.0,124.75
630,63,1.0,107.41
631,63,1.0,141.83
632,63,1.0,130.95
633,63,1.0,103.65
634,63,1.0,107.18
635,63,1.0,125.31
636,63,1.0,106.57
637,63,1.0,98.59
638,63,1.0,115.39
639,63,1.0,129.67
640,63,1.0,111.31
641,63,1.0,119.99
642,63,1.0,120.45
643,63,1.0,103.43
644,63,1.0,139.38
645,63,1.0,115.17
646,63,1.0,119.0
647,63,1.0,119.21
648,64,0.0,72.31
649,64,0.0,64.63
650,65,0.0,107.61
651,65,0.0,114.05
652,66,0.0,110.86
653,66,0.0,101.08
654,66,0.0,106.36
655,66,0.0,104.67
656,66,0.0,106.34
657,66,0.0,111.24
658,66,0.0,126.21
659,66,0.0,129.94
660,66,0.0,118.04
661,66,0.0,119.16
662,66,0.0,88.54
663,67,0.0,126.16
664,67,0.0,107.44
665,67,0.0,122.06
666,67,0.0,120.38
667,67,0.0,125.81
668,67,0.0,115.03
669,67,0.0,108.89
670,67,0.0,108.5
671,67,0.0,108.84
672,68,1.0,167.01
673,68,1.0,187.56
674,68,1.0,131.42
675,68,1.0,148.77
676,68,1.0,166.8
677,68,1.0,152.48
678,68,1.0,160.04
679,68,1.0,159.17
680,69,1.0,138.26
681,69,1.0,130.07
682,69,1.0,112.89
683,69,1.0,122.48
684,69,1.0,144.73
685,69,1.0,140.45
686,70,1.0,83.45
687,71,1.0,104.31
688,71,1.0,101.82
689,71,1.0,89.03
690,71,1.0,104.46
691,71,1.0,94.65
692,71,1.0,93.62
693,71,1.0,87.73
694,71,1.0,105.58
695,72,1.0,98.76
696,73,0.0,82.17
697,73,0.0,89.7
698,74,0.0,102.07
699,74,0.0,109.88
700,74,0.0,101.88
701,74,0.0,87.72
702,74,0.0,119.09
703,74,0.0,92.72
704,74,0.0,109.88
705,74,0.0,123.03
706,74,0.0,97.6
707,74,0.0,118.66
708,74,0.0,117.01
709,74,0.0,107.92
710,74,0.0,106.85
711,74,0.0,103.31
712,74,0.0,104.61
713,74,0.0,108.94
714,74,0.0,117.28
715,74,0.0,109.34
716,74,0.0,111.11
717,74,0.0,105.26
718,74,0.0,106.18
719,74,0.0,118.0
720,74,0.0,93.6
721,74,0.0,103.11
722,75,0.0,99.32
723,75,0.0,95.64
724,75,0.0,106.41
725,75,0.0,85.87
726,75,0.0,106.48
727,75,0.0,102.07
728,75,0.0,79.57
729,75,0.0,83.35
730,75,0.0,88.85
731,75,0.0,104.14
732,75,0.0,85.44
733,75,0.0,101.81
734,76,0.0,127.44
735,76,0.0,116.95
736,76,0.0,115.24
737,76,0.0,122.36
738,76,0.0,124.08
739,76,0.0,107.04
740,76,0.0,112.45
741,76,0.0,137.44
742,76,0.0,128.73
743,76,0.0,126.25
744,76,0.0,110.11
745,76,0.0,122.04
746,77,1.0,108.81
747,77,1.0,96.44
748,77,1.0,95.96
749,77,1.0,102.6
750,77,1.0,118.54
751,77,1.0,108.99
752,77,1.0,109.9
753,77,1.0,125.22
754,77,1.0,113.74
755,77,1.0,109.22
756,77,1.0,108.11
757,77,1.0,110.37
758,77,1.0,89.52
759,77,1.0,90.97
760,77,1.0,100.12
761,77,1.0,106.44
762,77,1.0,94.43
763,77,1.0,108.93
764,77,1.0,109.18
765,77,1.0,80.75
766,77,1.0,114.38
767,77,1.0,100.76
768,77,1.0,126.89
769,77,1.0,107.82
770,77,1.0,104.78
771,77,1.0,91.84
772,77,1.0,105.84
773,77,1.0,105.65
774,77,1.0,102.78
775,77,1.0,110.19
776,77,1.0,113.64
777,77,1.0,115.14
778,78,1.0,128.95
779,78,1.0,106.95
780,78,1.0,125.57
781,78,1.0,116.87
782,78,1.0,122.02
783,78,1.0,129.16
784,78,1.0,131.13
785,78,1.0,119.97
786,78,1.0,127.09
787,78,1.0,140.5
788,78,1.0,132.46
789,78,1.0,122.51
790,78,1.0,140.9
791,78,1.0,125.56
792,78,1.0,128.45
793,78,1.0,131.06
794,78,1.0,121.75
795,78,1.0,132.93
796,78,1.0,123.43
797,78,1.0,127.8
798,79,0.0,83.49
799,79,0.0,74.16
800,79,0.0,72.92
801,79,0.0,72.7
802,79,0.0,64.96
803,79,0.0,63.13
804,79,0.0,65.41
805,79,0.0,70.43
806,79,0.0,64.42
807,79,0.0,80.64
808,79,0.0,73.8
809,79,0.0,78.18
810,79,0.0,73.8
811,79,0.0,67.26
812,79,0.0,81.5
813,79,0.0,73.39
814,79,0.0,77.86
815,79,0.0,82.92
816,79,0.0,70.25
817,79,0.0,75.38
818,79,0.0,65.51
819,79,0.0,74.65
820,79,0.0,69.54
821,79,0.0,69.55
822,79,0.0,70.41
823,79,0.0,81.91
824,80,1.0,140.42
825,80,1.0,125.11
826,80,1.0,130.17
827,80,1.0,136.61
828,80,1.0,136.91
829,80,1.0,137.19
830,81,1.0,70.38
831,81,1.0,83.66
832,81,1.0,90.79
833,81,1.0,88.56
834,81,1.0,97.48
835,81,1.0,84.66
836,81,1.0,84.21
837,81,1.0,76.28
838,81,1.0,81.94
839,82,0.0,93.86
840,82,0.0,84.83
841,82,0.0,89.56
842,82,0.0,92.6
843,82,0.0,104.36
844,82,0.0,100.29
845,82,0.0,103.46
846,83,0.0,107.92
847,83,0.0,88.36
848,83,0.0,119.05
849,83,0.0,114.65
850,83,0.0,110.98
851,83,0.0,110.3
852,83,0.0,114.67
853,83,0.0,113.13
854,83,0.0,110.11
855,83,0.0,106.66
856,84,1.0,111.99
857,84,1.0,135.51
858,84,1.0,110.28
859,85,0.0,89.03
860,85,0.0,108.61
861,85,0.0,88.15
862,85,0.0,88.05
863,85,0.0,81.1
864,86,1.0,148.27
865,86,1.0,130.85
866,86,1.0,148.71
867,86,1.0,139.82
868,86,1.0,130.49
869,86,1.0,126.67
870,86,1.0,164.61
871,86,1.0,144.9
872,86,1.0,165.76
873,87,0.0,115.87
874,88,1.0,91.05
875,88,1.0,87.91
876,88,1.0,83.16
877,88,1.0,89.08
878,88,1.0,84.62
879,88,1.0,79.81
880,88,1.0,103.28
881,88,1.0,75.79
882,88,1.0,83.06
883,88,1.0,93.22
884,88,1.0,74.45
885,88,1.0,105.34
886,88,1.0,93.23
887,88,1.0,90.5
888,88,1.0,70.69
889,88,1.0,102.21
890,88,1.0,98.8
891,88,1.0,89.93
892,88,1.0,86.29
893,88,1.0,93.81
894,88,1.0,85.53
895,88,1.0,95.58
896,88,1.0,99.31
897,88,1.0,83.83
898,89,1.0,147.99
899,89,1.0,158.55
900,90,0.0,131.77
901,90,0.0,126.06
902,90,0.0,105.83
903,90,0.0,120.9
904,91,1.0,114.94
905,91,1.0,97.69
906,92,1.0,78.78
907,92,1.0,84.74
908,92,1.0,87.1
909,92,1.0,80.08
910,92,1.0,98.98
911,92,1.0,75.09
912,92,1.0,85.9
913,92,1.0,91.57
914,92,1.0,96.58
915,92,1.0,87.79
916,92,1.0,92.55
917,92,1.0,85.13
918,93,1.0,100.26
919,94,1.0,50.02
920,94,1.0,54.96
921,94,1.0,46.8
922,94,1.0,59.26
923,94,1.0,55.76
924,94,1.0,59.7
925,94,1.0,52.85
926,94,1.0,54.88
927,94,1.0,56.95
928,94,1.0,50.65
929,94,1.0,52.83
930,94,1.0,57.01
931,94,1.0,52.0
932,94,1.0,56.3
933,94,1.0,48.06
934,94,1.0,59.47
935,94,1.0,55.22
936,94,1.0,47.46
937,95,0.0,112.37
938,95,0.0,146.38
939,95,0.0,121.85
940,95,0.0,135.22
941,95,0.0,133.61
942,95,0.0,106.85
943,95,0.0,119.98
944,95,0.0,138.98
945,95,0.0,144.88
946,95,0.0,135.15
947,95,0.0,133.12
948,95,0.0,95.78
949,95,0.0,121.78
950,95,0.0,127.64
951,95,0.0,113.63
952,95,0.0,125.51
953,95,0.0,149.9
954,96,0.0,120.89
955,96,0.0,121.01
956,96,0.0,124.33
957,96,0.0,112.33
958,96,0.0,137.33
959,96,0.0,113.42
960,96,0.0,120.9
961,96,0.0,151.53
962,97,1.0,79.19
963,97,1.0,90.45
964,97,1.0,89.54
965,97,1.0,75.34
966,97,1.0,79.94
967,97,1.0,77.79
968,97,1.0,81.53
969,97,1.0,91.71
970,97,1.0,83.65
971,97,1.0,78.29
972,97,1.0,82.77
973,97,1.0,74.49
974,97,1.0,72.82
975,97,1.0,94.09
976,97,1.0,81.27
977,97,1.0,87.63
978,97,1.0,75.57
979,97,1.0,71.15
980,97,1.0,80.07
981,97,1.0,86.59
982,97,1.0,75.94
983,97,1.0,93.68
984,97,1.0,95.22
985,97,1.0,89.11
986,97,1.0,80.28
987,97,1.0,78.43
988,97,1.0,87.81
989,97,1.0,89.28
990,97,1.0,77.15
991,97,1.0,80.03
992,97,1.0,70.9
993,97,1.0,90.89
994,97,1.0,80.66
995,97,1.0,82.14
996,97,1.0,98.4
997,97,1.0,77.98
998,97,1.0,63.5
999,98,1.0,117.11
1000,98,1.0,103.87
1001,98,1.0,122.48
1002,98,1.0,133.53
1003,98,1.0,135.02
1004,98,1.0,105.42
1005,98,1.0,139.86
1006,98,1.0,126.88
1007,98,1.0,143.46
1008,98,1.0,119.65
1009,98,1.0,119.98
1010,98,1.0,131.15
1011,99,0.0,84.14
1012,99,0.0,85.85
1013,99,0.0,73.42
1014,99,0.0,89.74
1015,99,0.0,77.72
1016,99,0.0,79.73
1017,99,0.0,97.91
1018,100,1.0,128.52
1019,100,1.0,124.92
1020,100,1.0,117.62
1021,100,1.0,134.37
1022,100,1.0,120.57
1023,100,1.0,122.28
1024,100,1.0,124.67
1025,100,1.0,106.7
1026,100,1.0,107.86
1027,101,0.0,94.2
1028,101,0.0,93.25
1029,101,0.0,101.75
1030,101,0.0,88.39
1031,101,0.0,96.06
1032,102,1.0,99.52
1033,102,1.0,91.09
1034,102,1.0,86.45
1035,102,1.0,107.69
1036,102,1.0,103.41
1037,103,0.0,95.59
1038,103,0.0,91.5
1039,103,0.0,88.71
1040,104,0.0,118.3
1041,104,0.0,123.96
1042,104,0.0,99.53
1043,104,0.0,117.04
1044,104,0.0,122.22
1045,104,0.0,112.11
1046,104,0.0,105.83
1047,104,0.0,112.3
1048,104,0.0,104.69
1049,104,0.0,103.1
1050,104,0.0,96.87
1051,104,0.0,108.79
1052,104,0.0,103.77
1053,104,0.0,108.73
1054,105,0.0,138.0
1055,105,0.0,126.57
1056,105,0.0,125.49
1057,105,0.0,124.18
1058,105,0.0,113.22
1059,105,0.0,119.23
1060,105,0.0,128.5
1061,105,0.0,134.19
1062,106,1.0,95.44
1063,106,1.0,97.85
1064,106,1.0,86.15
1065,106,1.0,90.55
1066,106,1.0,103.93
1067,106,1.0,99.66
1068,106,1.0,98.39
1069,106,1.0,95.18
1070,106,1.0,109.64
1071,106,1.0,104.43
1072,106,1.0,101.55
1073,106,1.0,112.88
1074,106,1.0,102.36
1075,106,1.0,100.83
1076,106,1.0,87.33
1077,106,1.0,73.43
1078,107,1.0,117.81
1079,107,1.0,128.52
1080,107,1.0,95.37
1081,107,1.0,131.04
1082,107,1.0,93.89
1083,107,1.0,130.08
1084,107,1.0,124.93
1085,107,1.0,120.53
1086,107,1.0,133.14
1087,107,1.0,107.28
1088,107,1.0,111.76
1089,107,1.0,109.41
1090,107,1.0,106.77
1091,107,1.0,116.61
1092,107,1.0,126.62
1093,108,1.0,79.77
1094,108,1.0,81.74
1095,108,1.0,79.52
1096,108,1.0,83.87
1097,108,1.0,76.92
1098,108,1.0,76.23
1099,108,1.0,74.85
1100,108,1.0,83.57
1101,108,1.0,72.38
1102,108,1.0,64.82
1103,108,1.0,72.97
1104,108,1.0,68.27
1105,108,1.0,63.66
1106,108,1.0,78.88
1107,108,1.0,81.89
1108,108,1.0,85.92
1109,109,0.0,95.63
1110,109,0.0,99.24
1111,109,0.0,102.35
1112,109,0.0,96.39
1113,109,0.0,89.21
1114,109,0.0,82.4
1115,109,0.0,103.66
1116,109,0.0,91.96
1117,109,0.0,100.43
1118,109,0.0,85.17
1119,109,0.0,88.51
1120,109,0.0,86.5
1121,109,0.0,101.56
1122,109,0.0,90.59
1123,109,0.0,99.2
1124,109,0.0,92.85
1125,109,0.0,79.79
1126,109,0.0,99.21
1127,109,0.0,91.51
1128,109,0.0,86.42
1129,110,1.0,110.12
1130,110,1.0,101.99
1131,110,1.0,86.98
1132,110,1.0,93.81
1133,110,1.0,86.14
1134,110,1.0,96.69
1135,110,1.0,91.7
1136,111,0.0,102.15
1137,111,0.0,90.23
1138,111,0.0,92.2
1139,111,0.0,94.69
1140,111,0.0,87.29
1141,111,0.0,107.52
1142,111,0.0,84.5
1143,111,0.0,95.05
1144,111,0.0,93.5
1145,111,0.0,103.73
1146,111,0.0,82.78
1147,111,0.0,96.63
1148,111,0.0,95.28
1149,111,0.0,93.86
